,fullpath,root,project,path,area,relative_path,filename,ext,lines
1010,C:/Dev/Interactive/src/./AzureShellConnection.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\AzureShellConnection.cs,AzureShellConnection.cs,.cs,777
1014,C:/Dev/Interactive/src/./PendingProgress.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\Host\Progress\PendingProgress.cs,PendingProgress.cs,.cs,740
727,C:/Dev/Interactive/src/./Formatter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\Formatter.cs,Formatter.cs,.cs,738
103,C:/Dev/Interactive/samples/./github repo milestone report.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\polyglot\github repo milestone report.ipynb,github repo milestone report.ipynb,.ipynb,729
582,C:/Dev/Interactive/src/./CSharpProjectKernelCommandOrderTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\CSharpProjectKernelCommandOrderTests.cs,CSharpProjectKernelCommandOrderTests.cs,.cs,723
94,C:/Dev/Interactive/samples/./DataFrame-Getting-Started.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\fsharp\Samples\DataFrame-Getting-Started.ipynb,DataFrame-Getting-Started.ipynb,.ipynb,721
610,C:/Dev/Interactive/src/./RoslynWorkspaceServerTestsConsoleProjectIntellisenseTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\RoslynWorkspaceServerTestsConsoleProjectIntellisenseTests.cs,RoslynWorkspaceServerTestsConsoleProjectIntellisenseTests.cs,.cs,714
1021,C:/Dev/Interactive/src/./PSKernelHostUserInterfacePrompt.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\Host\PSKernelHostUserInterfacePrompt.cs,PSKernelHostUserInterfacePrompt.cs,.cs,701
29,C:/Dev/Interactive//./dotnet-interactive.sln,C:/Dev/Interactive/,,.,Root,dotnet-interactive.sln,dotnet-interactive.sln,.sln,700
1038,C:/Dev/Interactive/src/./MsSqlRpcObjects.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.SqlServer,src\Microsoft.DotNet.Interactive.SqlServer\MsSqlRpcObjects.cs,MsSqlRpcObjects.cs,.cs,653
321,C:/Dev/Interactive/src/./SubmissionParser.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\SubmissionParser.cs,SubmissionParser.cs,.cs,648
673,C:/Dev/Interactive/src/./CodeSubmissionFormatTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents.Tests,src\Microsoft.DotNet.Interactive.Documents.Tests\CodeSubmissionFormatTests.cs,CodeSubmissionFormatTests.cs,.cs,639
71,C:/Dev/Interactive/samples/./ClockExtension.ipynb,C:/Dev/Interactive/,samples,.,extensions,samples\extensions\ClockExtension.ipynb,ClockExtension.ipynb,.ipynb,635
495,C:/Dev/Interactive/src/./Package.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\Package.cs,Package.cs,.cs,612
1106,C:/Dev/Interactive/src/./CompletionTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\LanguageServices\CompletionTests.cs,CompletionTests.cs,.cs,607
1138,C:/Dev/Interactive/src/./VariableSharingTests.ShareMagicCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\VariableSharingTests.ShareMagicCommand.cs,VariableSharingTests.ShareMagicCommand.cs,.cs,598
1092,C:/Dev/Interactive/src/./KernelSchedulerTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\KernelSchedulerTests.cs,KernelSchedulerTests.cs,.cs,590
1071,C:/Dev/Interactive/src/./CompositeKernelTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\CompositeKernelTests.cs,CompositeKernelTests.cs,.cs,589
82,C:/Dev/Interactive/samples/./Plotting-with-Xplot.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\csharp\Docs\Plotting-with-Xplot.ipynb,Plotting-with-Xplot.ipynb,.ipynb,583
807,C:/Dev/Interactive/src/./TypedAstPatterns.fs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.FSharp,src\Microsoft.DotNet.Interactive.FSharp\FsAutoComplete\TypedAstPatterns.fs,TypedAstPatterns.fs,.fs,579
120,C:/Dev/Interactive/src/./CommandLineParser.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\CommandLine\CommandLineParser.cs,CommandLineParser.cs,.cs,553
51,C:/Dev/Interactive/eng/./tools.sh,C:/Dev/Interactive/,eng,.,common,eng\common\tools.sh,tools.sh,.sh,550
1043,C:/Dev/Interactive/src/./MsSqlConnectionTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.SqlServer.Tests,src\Microsoft.DotNet.Interactive.SqlServer.Tests\MsSqlConnectionTests.cs,MsSqlConnectionTests.cs,.cs,535
679,C:/Dev/Interactive/src/./NotebookParserServerTests_ObjectInterface.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents.Tests,src\Microsoft.DotNet.Interactive.Documents.Tests\NotebookParserServerTests_ObjectInterface.cs,NotebookParserServerTests_ObjectInterface.cs,.cs,527
1101,C:/Dev/Interactive/src/./LanguageKernelFormattingTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\LanguageKernelFormattingTests.cs,LanguageKernelFormattingTests.cs,.cs,527
384,C:/Dev/Interactive/src/./CSharpKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\CSharpKernel.cs,CSharpKernel.cs,.cs,526
91,C:/Dev/Interactive/samples/./Plotting-with-Xplot.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\fsharp\Docs\Plotting-with-Xplot.ipynb,Plotting-with-Xplot.ipynb,.ipynb,525
973,C:/Dev/Interactive/src/./ExecuteRequestHandlerTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\ExecuteRequestHandlerTests.cs,ExecuteRequestHandlerTests.cs,.cs,520
810,C:/Dev/Interactive/src/./FSharpHtml.fs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.FSharp,src\Microsoft.DotNet.Interactive.FSharp\FSharpHtml.fs,FSharpHtml.fs,.fs,519
104,C:/Dev/Interactive/samples/./Variable sharing.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\polyglot\Variable sharing.ipynb,Variable sharing.ipynb,.ipynb,513
37,C:/Dev/Interactive/eng/./build-rootfs.sh,C:/Dev/Interactive/,eng,.,common,eng\common\cross\build-rootfs.sh,build-rootfs.sh,.sh,508
1116,C:/Dev/Interactive/src/./SubmissionParserTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Parsing\SubmissionParserTests.cs,SubmissionParserTests.cs,.cs,507
1137,C:/Dev/Interactive/src/./VariableSharingTests.SetMagicCommand.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\VariableSharingTests.SetMagicCommand.cs,VariableSharingTests.SetMagicCommand.cs,.cs,501
1089,C:/Dev/Interactive/src/./KernelInfoTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\KernelInfoTests.cs,KernelInfoTests.cs,.cs,499
99,C:/Dev/Interactive/samples/./mermaid.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\mermaid\mermaid.ipynb,mermaid.ipynb,.ipynb,499
811,C:/Dev/Interactive/src/./FSharpKernel.fs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.FSharp,src\Microsoft.DotNet.Interactive.FSharp\FSharpKernel.fs,FSharpKernel.fs,.fs,496
95,C:/Dev/Interactive/samples/./HousingML.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\fsharp\Samples\HousingML.ipynb,HousingML.ipynb,.ipynb,494
96,C:/Dev/Interactive/samples/./Repo-Statistics.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\fsharp\Samples\Repo-Statistics.ipynb,Repo-Statistics.ipynb,.ipynb,490
84,C:/Dev/Interactive/samples/./DataFrame-Getting Started.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\csharp\Samples\DataFrame-Getting Started.ipynb,DataFrame-Getting Started.ipynb,.ipynb,474
145,C:/Dev/Interactive/src/./CommandLineParserTests.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\CommandLine\CommandLineParserTests.cs,CommandLineParserTests.cs,.cs,471
110,C:/Dev/Interactive/samples/./Plotting with Xplot using hashtable casting.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\powershell\Docs\Plotting with Xplot using hashtable casting.ipynb,Plotting with Xplot using hashtable casting.ipynb,.ipynb,468
789,C:/Dev/Interactive/src/./PlainTextFormatterTests.Objects.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting.Tests,src\Microsoft.DotNet.Interactive.Formatting.Tests\PlainTextFormatterTests.Objects.cs,PlainTextFormatterTests.Objects.cs,.cs,454
1078,C:/Dev/Interactive/src/./SerializationTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Connection\SerializationTests.cs,SerializationTests.cs,.cs,449
1096,C:/Dev/Interactive/src/./KeyValueStoreKernelTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\KeyValueStoreKernelTests.cs,KeyValueStoreKernelTests.cs,.cs,446
109,C:/Dev/Interactive/samples/./Plotting with Xplot using constructors.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\powershell\Docs\Plotting with Xplot using constructors.ipynb,Plotting with Xplot using constructors.ipynb,.ipynb,445
1015,C:/Dev/Interactive/src/./ProgressNode.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\Host\Progress\ProgressNode.cs,ProgressNode.cs,.cs,439
153,C:/Dev/Interactive/src/./HttpApiTests.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\HttpApiTests.cs,HttpApiTests.cs,.cs,438
637,C:/Dev/Interactive/src/./InteractiveDocument.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\InteractiveDocument.cs,InteractiveDocument.cs,.cs,438
551,C:/Dev/Interactive/src/./RoslynWorkspaceServer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Servers\Roslyn\RoslynWorkspaceServer.cs,RoslynWorkspaceServer.cs,.cs,432
79,C:/Dev/Interactive/samples/./HTML.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\csharp\Docs\HTML.ipynb,HTML.ipynb,.ipynb,432
101,C:/Dev/Interactive/samples/./COVID-19.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\polyglot\COVID-19.ipynb,COVID-19.ipynb,.ipynb,425
1025,C:/Dev/Interactive/src/./PowerShellKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\PowerShellKernel.cs,PowerShellKernel.cs,.cs,424
1041,C:/Dev/Interactive/src/./ToolsServiceKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.SqlServer,src\Microsoft.DotNet.Interactive.SqlServer\ToolsServiceKernel.cs,ToolsServiceKernel.cs,.cs,423
560,C:/Dev/Interactive/src/./ConsoleOutput.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Utility\ConsoleOutput.cs,ConsoleOutput.cs,.cs,421
147,C:/Dev/Interactive/src/./StartupTelemetryTests.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\CommandLine\StartupTelemetryTests.cs,StartupTelemetryTests.cs,.cs,407
784,C:/Dev/Interactive/src/./HtmlFormatterTests.Objects.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting.Tests,src\Microsoft.DotNet.Interactive.Formatting.Tests\HtmlFormatterTests.Objects.cs,HtmlFormatterTests.Objects.cs,.cs,404
867,C:/Dev/Interactive/src/./LessonTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey.Tests,src\Microsoft.DotNet.Interactive.Journey.Tests\LessonTests.cs,LessonTests.cs,.cs,403
781,C:/Dev/Interactive/src/./FormatterTests.Registration.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting.Tests,src\Microsoft.DotNet.Interactive.Formatting.Tests\FormatterTests.Registration.cs,FormatterTests.Registration.cs,.cs,401
994,C:/Dev/Interactive/src/./KqlConnectionTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Kql.Tests,src\Microsoft.DotNet.Interactive.Kql.Tests\KqlConnectionTests.cs,KqlConnectionTests.cs,.cs,397
12,C:/Dev/Interactive/docs/./FAQ.md,C:/Dev/Interactive/,docs,.,Root,docs\FAQ.md,FAQ.md,.md,395
731,C:/Dev/Interactive/src/./HtmlAttributes.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\HtmlAttributes.cs,HtmlAttributes.cs,.cs,394
102,C:/Dev/Interactive/samples/./d3js widget.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\polyglot\d3js widget.ipynb,d3js widget.ipynb,.ipynb,394
1108,C:/Dev/Interactive/src/./HoverTextTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\LanguageServices\HoverTextTests.cs,HoverTextTests.cs,.cs,392
792,C:/Dev/Interactive/src/./PocketViewTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting.Tests,src\Microsoft.DotNet.Interactive.Formatting.Tests\PocketViewTests.cs,PocketViewTests.cs,.cs,379
733,C:/Dev/Interactive/src/./HtmlFormatter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\HtmlFormatter.cs,HtmlFormatter.cs,.cs,375
364,C:/Dev/Interactive/src/./ApiContract.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ApiCompatibility.Tests,src\Microsoft.DotNet.Interactive.ApiCompatibility.Tests\ApiContract.cs,ApiContract.cs,.cs,370
63,C:/Dev/Interactive/samples/./readme.ipynb,C:/Dev/Interactive/,samples,.,connect-wpf,samples\connect-wpf\readme.ipynb,readme.ipynb,.ipynb,368
629,C:/Dev/Interactive/src/./WorkspaceServerTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\WorkspaceServerTests.cs,WorkspaceServerTests.cs,.cs,364
1107,C:/Dev/Interactive/src/./CompletionTests.MagicCommands.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\LanguageServices\CompletionTests.MagicCommands.cs,CompletionTests.MagicCommands.cs,.cs,360
754,C:/Dev/Interactive/src/./PocketView.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\PocketView.cs,PocketView.cs,.cs,356
290,C:/Dev/Interactive/src/./KernelInvocationContext.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KernelInvocationContext.cs,KernelInvocationContext.cs,.cs,351
352,C:/Dev/Interactive/src/./MultiplexingTextWriter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Utility\MultiplexingTextWriter.cs,MultiplexingTextWriter.cs,.cs,350
168,C:/Dev/Interactive/src/./InterfaceGenerator.cs,C:/Dev/Interactive/,src,.,interface-generator,src\interface-generator\InterfaceGenerator.cs,InterfaceGenerator.cs,.cs,347
353,C:/Dev/Interactive/src/./ObservableStringWriter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Utility\ObservableStringWriter.cs,ObservableStringWriter.cs,.cs,346
585,C:/Dev/Interactive/src/./DirectoryAccessorTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\DirectoryAccessorTests.cs,DirectoryAccessorTests.cs,.cs,343
1091,C:/Dev/Interactive/src/./KernelRoutingTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\KernelRoutingTests.cs,KernelRoutingTests.cs,.cs,342
377,C:/Dev/Interactive/src/./PlaywrightKernelConnector.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Browser,src\Microsoft.DotNet.Interactive.Browser\PlaywrightKernelConnector.cs,PlaywrightKernelConnector.cs,.cs,338
1008,C:/Dev/Interactive/src/./PackageRestoreContext.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PackageManagement,src\Microsoft.DotNet.Interactive.PackageManagement\PackageRestoreContext.cs,PackageRestoreContext.cs,.cs,334
868,C:/Dev/Interactive/src/./LoadingNotebookLessonTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey.Tests,src\Microsoft.DotNet.Interactive.Journey.Tests\LoadingNotebookLessonTests.cs,LoadingNotebookLessonTests.cs,.cs,334
842,C:/Dev/Interactive/src/./HttpRequestKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.HttpRequest,src\Microsoft.DotNet.Interactive.HttpRequest\HttpRequestKernel.cs,HttpRequestKernel.cs,.cs,333
844,C:/Dev/Interactive/src/./HttpRequestKernelTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.HttpRequest.Tests,src\Microsoft.DotNet.Interactive.HttpRequest.Tests\HttpRequestKernelTests.cs,HttpRequestKernelTests.cs,.cs,332
1133,C:/Dev/Interactive/src/./TestUtility.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Utility\TestUtility.cs,TestUtility.cs,.cs,330
751,C:/Dev/Interactive/src/./PlainTextFormatter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\PlainTextFormatter.cs,PlainTextFormatter.cs,.cs,329
293,C:/Dev/Interactive/src/./KernelScheduler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KernelScheduler.cs,KernelScheduler.cs,.cs,324
78,C:/Dev/Interactive/samples/./Formatting-outputs.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\csharp\Docs\Formatting-outputs.ipynb,Formatting-outputs.ipynb,.ipynb,324
1129,C:/Dev/Interactive/src/./KernelExtensionTestHelper.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Utility\KernelExtensionTestHelper.cs,KernelExtensionTestHelper.cs,.cs,320
201,C:/Dev/Interactive/src/./CompositeKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\CompositeKernel.cs,CompositeKernel.cs,.cs,319
803,C:/Dev/Interactive/src/./Lexer.fs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.FSharp,src\Microsoft.DotNet.Interactive.FSharp\FsAutoComplete\Lexer.fs,Lexer.fs,.fs,319
130,C:/Dev/Interactive/src/./StdIoKernelConnector.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\Connection\StdIoKernelConnector.cs,StdIoKernelConnector.cs,.cs,316
1081,C:/Dev/Interactive/src/./DirectiveTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\DirectiveTests.cs,DirectiveTests.cs,.cs,315
87,C:/Dev/Interactive/samples/./Displaying-output.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\fsharp\Docs\Displaying-output.ipynb,Displaying-output.ipynb,.ipynb,313
1090,C:/Dev/Interactive/src/./KernelInvocationContextTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\KernelInvocationContextTests.cs,KernelInvocationContextTests.cs,.cs,312
698,C:/Dev/Interactive/src/./JitAsmDecompiler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\Inspector\JitAsmDecompiler\JitAsmDecompiler.cs,JitAsmDecompiler.cs,.cs,307
1130,C:/Dev/Interactive/src/./MarkupTestFile.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\Utility\MarkupTestFile.cs,MarkupTestFile.cs,.cs,307
1114,C:/Dev/Interactive/src/./PackageRestoreContextTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\PackageRestoreContextTests.cs,PackageRestoreContextTests.cs,.cs,307
417,C:/Dev/Interactive/src/./CSharpProjectKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\CSharpProjectKernel.cs,CSharpProjectKernel.cs,.cs,307
387,C:/Dev/Interactive/src/./InteractiveWorkspace.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\InteractiveWorkspace.cs,InteractiveWorkspace.cs,.cs,306
797,C:/Dev/Interactive/src/./TagTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting.Tests,src\Microsoft.DotNet.Interactive.Formatting.Tests\TagTests.cs,TagTests.cs,.cs,305
85,C:/Dev/Interactive/samples/./HousingML.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\csharp\Samples\HousingML.ipynb,HousingML.ipynb,.ipynb,299
575,C:/Dev/Interactive/src/./BufferInliningTransformerTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\BufferInliningTransformerTests.cs,BufferInliningTransformerTests.cs,.cs,298
1061,C:/Dev/Interactive/src/./StartupTelemetryEventBuilder.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\StartupTelemetryEventBuilder.cs,StartupTelemetryEventBuilder.cs,.cs,295
771,C:/Dev/Interactive/src/./TypeExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\TypeExtensions.cs,TypeExtensions.cs,.cs,294
1027,C:/Dev/Interactive/src/./PowerShellKernelTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell.Tests,src\Microsoft.DotNet.Interactive.PowerShell.Tests\PowerShellKernelTests.cs,PowerShellKernelTests.cs,.cs,291
597,C:/Dev/Interactive/src/./VisitorVariableLocationTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\Instrumentation\VisitorVariableLocationTests.cs,VisitorVariableLocationTests.cs,.cs,288
859,C:/Dev/Interactive/src/./NotebookLessonParser.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\NotebookLessonParser.cs,NotebookLessonParser.cs,.cs,288
590,C:/Dev/Interactive/src/./InstrumentationExtractorTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\Instrumentation\InstrumentationExtractorTests.cs,InstrumentationExtractorTests.cs,.cs,288
108,C:/Dev/Interactive/samples/./Interactive-Host-Experience.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\powershell\Docs\Interactive-Host-Experience.ipynb,Interactive-Host-Experience.ipynb,.ipynb,284
